EVTM,NAME,QUALIFIER,LOCATION,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,COLOR,TERMINAL,ITEMID_,SORT,FREQUENCY
EVK,C172,4.0L,"Top LH side of safety wall, on powertrain control module (PCM)",002,A7,,,024,007,GY,104,,,
EVK,C173,,"Top LH rear of engine compartment, on octane adjust (shorting bar)",001,A8,,,,,BK,2,,,
EVK,C174,3.0L,"Top RH rear of engine, on engine oil pressure switch",003,A10,,,,,BK,1,,,
EVK,C174,4.0L,"Lower LH front of engine, on engine oil pressure switch",004,E1,,,,,BK,1,,,
EVK,C177,3.0L,"Top center front of engine, on engine coolant temperature (ECT) sensor",003,C1,,,,,GY,2,,,
EVK,C177,4.0L,"Top LH front of engine, on engine coolant temperature (ECT) sensor",004,D1,,,,,GY,2,,,
EVK,C178,3.0L,"Top RH front of engine, on fuel injector #1",003,A3,,,,,BK,2,,,
EVK,C178,4.0L,"Top RH front of engine, on fuel injector #1",004,A2,,,,,BK,2,,,
EVK,C179,3.0L,"Top RH side of engine, on fuel injector #2",003,A5,,,,,BK,2,,,
EVK,C179,4.0L,"Top RH side of engine, on fuel injector #2",004,A7,,,,,BK,2,,,
EVK,C180,3.0L,"Top RH rear of engine, on fuel injector #3",003,A8,,,,,BK,2,,,
EVK,C180,4.0L,"Top RH rear of engine, on fuel injector #3",004,A9,,,,,BK,2,,,
EVK,C181,3.0L,"Top LH front of engine, on fuel injector #4",003,F5,,,,,BK,2,,,
EVK,C181,4.0L,"Top LH front of engine, on fuel injector #4",004,F5,,,,,BK,2,,,
EVK,C182,3.0L,"Top LH side of engine, on fuel injector #5",003,F6,,,,,BK,2,,,
EVK,C182,4.0L,"Top LH side of engine, on fuel injector #5",004,F9,,,,,BK,2,,,
EVK,C183,3.0L,"Top LH rear of engine, on fuel injector #6",003,E10,,,,,BK,2,,,
EVK,C183,4.0L,"Top LH rear of engine, on fuel injector #6",004,B10,,,,,BK,2,,,
EVK,C187,3.0L,"Lower RH rear of engine, to heated oxygen sensor (HO2S)",003,A7,,,,,N,4,,,
EVK,C187,4.0L,"Lower RH rear of engine, to front heated oxygen sensor (HO2S)",004,A8,,,,,N,4,,,
EVK,C190,3.0L,"Top LH front of engine, on idle air control (IAC) valve",003,F4,,,,,BK,2,,,
EVK,C190,4.0L,"Top LH front of engine, on idle air control (IAC) valve",004,F8,,,,,BK,2,,,
EVK,C192,,"RH rear of engine compartment, on mass air flow (MAF) sensor",002,A1,,,,,BK,6,,,
EVK,C193,3.0L,"Top center front of engine, on engine coolant temperature sender",003,A2,,,,,BK,1,,,
EVK,C193,4.0L,"Top RH front of engine, on engine coolant temperature sensor",004,C1,,,,,BK,1,,,
EVK,C195,3.0L,"Top LH rear of engine, near radio noise capacitor",003,A9,,,,,GY,1,,,
EVK,C195,4.0L,"Top RH side of engine, near radio noise capacitor",004,A6,,,,,GY,1,,,
EVK,C197,,"LH rear of engine compartment, to speed control servo",001,D10,,,031,004,BK,8,,,
EVK,C198,,Center of I/P,006,F6,,,023,,,"9,",,,
EVK,C200,,Behind LH cowl panel,005,F2,,,150,003,GY,8,,,
EVK,C2001,,"In center of steering wheel, to drivers air bag",008,F2,,,,,,3,,,
EVK,C201,,"Behind LH side of I/P, on speed control diable switch",,,,,,,,2,,,
EVK,C203,,Behind RH cowl panel,005,F9,,,150,004,BK,12,,,
EVK,C206,,Behind LH cowl panel,005,F3,,,150,004,GY,16,,,
EVK,C207,,In center of I/P for premium radio,,,,,,,,10,,,
EVK,C208,,"In center of LH ""B"" pillar",009,B1,,,150,005,GY,6,,,
EVK,C209,,"In center of LH ""B"" pillar",009,C1,,,150,005,GY,6,,,
EVK,C211,,Behind LH cowl panel,005,F3,,,150,006,BK,16,,,
EVK,C212,,"Behind LH side of I/P, LH side of safety wall, below powertrain control module (PCM)",001,A9,,,150,008,,76,,,
EVK,C213,,Behind RH cowl panel,005,E10,,,,,BK,4,,,
EVK,C214,,"Behind lower center of I/P, on instrument panel cigar lighter",005,F8,,,,,BK,1,,,
EVK,C215,,Behind LH cowl panel,005,F4,,,150,009,GY,12,,,
EVK,C216,,"Behind lower center of I/P, on instrument panel cigar lighter",005,F8,,,,,,1,,,
EVK,C217,,"Behind LH side of I/P, near fuse panel, on electronic flasher",005,F4,,,,,,3,,,
EVK,C218,,"Behind LH side of I/P, on in-line circuit breaker",006,E1,,,,,,1,,,
