EVTM,NAME,QUALIFIER,LOCATION,ITEMID_,SORT
EXP,S317,lower option content with anti-theft/central locking module,"RH A-pillar, bottom",,
EXP,S318,higher option content with anti-theft/central locking module,RH A-pillar,,
EXP,S318,lower option content with anti-theft/central locking module,RH A-pillar,,
EXP,S318,,RH A-pillar,,
EXP,S319,Power Operated Antenna,"behind dash panel, center",,
EXP,S319,,"behind dash panel, center",,
EXP,S320,with anti-theft alarm,RH A-pillar,,
EXP,S320,without anti-theft alarm,RH A-pillar,,
EXP,S320,,RH A-pillar,,
EXP,S321,with anti-theft alarm,"behind dash panel, center",,
EXP,S321,without anti-theft alarm,"behind dash panel, center",,
EXP,S322,,"engine compartment, front, center",,
EXP,S323,"Headlamps, higher option content","engine compartment, front, center",,
EXP,S323,,"engine compartment, front, center",,
EXP,S324,,"engine compartment, front, center",,
EXP,S325,"Headlamps, higher option content","engine compartment, front, center",,
EXP,S325,,"engine compartment, front, center",,
EXP,S329,,RH A-pillar,,
EXP,S330,,"vehicle floor, RH A-pillar, bottom",,
EXP,S331,automatic transmission,"behind dash panel, LH-side",,
EXP,S331,Power mirrors,"behind dash panel, LH-side",,
EXP,S331,,"behind dash panel, LH-side",,
EXP,S333,,"behind dash panel, RH-side",,
EXP,S401,"Stop Lamps, higher option content with high mounted stop lamp on parcel shelf","under rear seats, LH-side",,
EXP,S401,"Stop Lamps, higher option content, with high mounted stop lamp in rear spoiler","under rear seats, LH-side",,
EXP,S401,"Stop Lamps, lower option content with PATS","under rear seats, LH-side",,
EXP,S402,,RH A-pillar,,
EXP,S403,,RH A-pillar,,
EXP,S404,with speed control,"behind dash panel, LH-side",,
EXP,S404,without speed control,"behind dash panel, LH-side",,
EXP,S404,,"behind dash panel, LH-side",,
EXP,S405,Fog lamps,"behind dash panel, LH-side",,
EXP,S407,ZETEC-VCT manual transmission,engine,,
EXP,S407,ZETEC-VCT automatic transmission,engine,,
EXP,S408,Duratec-VE,"engine bulkhead, RH-side",,
EXP,S408,ZETEC-VCT,"engine bulkhead, RH-side",,
EXP,S408,,"engine bulkhead, RH-side",,
EXP,S409,manual transmission,"behind dash panel, LH-side",,
EXP,S409,automatic transmission,"behind dash panel, LH-side",,
EXP,S409,Duratec-VE,"behind dash panel, LH-side",,
EXP,S409,ZETEC-VCT,"behind dash panel, LH-side",,
EXP,S412,,"engine compartment, front, center",,
EXP,S413,higher option content without anti-theft/central locking module,in passenger door,,
EXP,S413,higher option content with anti-theft/central locking module,in passenger door,,
EXP,S413,,in passenger door,,
EXP,S414,Duratec-VE,cylinder head,,
EXP,S414,ZETEC-VCT,cylinder head,,
EXP,S1002,with Bosch 5.3 ABS,"engine compartment, LH-side, rear",,
EXP,S1002,,"engine compartment, LH-side, rear",,
EXP,S3003,without ABS,"engine compartment, LH-side, center",,
EXP,S3003,with variable intermittent wipers,"engine compartment, LH-side, center",,
