EVTM,NAME,QUALIFIER,LOCATION,ITEMID_,SORT
EXN,S405,,In T/O to heated backlite,,
EXN,S407,,Near T/O to left rear door ajar switch,,
EXN,S409,,Near T/O to left rear door ajar switch,,
EXN,S410,,Near T/O to right rear parking aid sensor,,
EXN,S411,,Near T/O to right rear parking aid sensor,,
EXN,S500,,130 mm from branch for left front door lock actuator,,
EXN,S501,,Near T/O to left front door courtesy lamp,,
EXN,S504,,Near T/O to left power mirror,,
EXN,S601,,215 mm from T/O to right front power window motor,,
EXN,S602,,Near T/O for G600,,
EXN,S700,,Near T/O to left rear power window switch,,
EXN,S800,,Near T/O to right rear power window switch,,
