EVTM,NAME,QUALIFIER,PARTNO,LOCATION,CONN_NAME,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,ITEMID_,FREQUENCY
EXN,High Speed Blower Relay,4.0L SOHC,NA,Auxiliary relay box #1,,4,C1,,,13,26,,
EXN,High Speed Blower Relay,5.0L,NA,Auxiliary relay box #1,,9,D1,,,13,26,,
EXN,Horn Relay,,NA,In battery junction,,9,A10,,,,,,
EXN,Idle Air Control (IAC) Valve,4.0L EI,19A089,Mounted on left side of intake manifold,C156,1,A7,,,,,,
EXN,Idle Air Control (IAC) Valve,4.0L SOHC,19A089,Mounted on left side of intake manifold,C156,4,A6,,,,,,
EXN,Idle Air Control (IAC) Valve,5.0L,19A089,Mounted on left side of intake manifold,C156,8,F3,,,,,,
EXN,Ignition Coil,4.0L EI,12029,"Top left side of engine compartment, above valve cover",C165,3,A2,,,,,,
EXN,Ignition Coil,4.0L SOHC,12029,"Top left side of engine compartment, above valve cover",C165,5,A7,,,,,,
EXN,Ignition Coils 1 and 2,,NA,Left front of engine,C104,8,C10,,,,,,
EXN,Ignition Coils 3 and 4,,NA,Right front of engine,C105,8,F4,,,,,,
EXN,Ignition Switch,,12A243,Right side of steering column,C223,12,D10,,,149,2,,
EXN,In-Car Temperature Sensor,,196734,Behind top center of I/P,C296,11,A4,,,,,,
EXN,Inertia Fuel Shutoff,,9341,"In dash, below radio",C203,11,E1,,,,,,
EXN,Instrument Cluster,,NA,Left side of instrument panel,C286,12,A7,,,62,7,,
EXN,Instrument Cluster,,NA,Left side of instrument panel,C287,12,A7,,,62,7,,
EXN,Instrument Cluster,,NA,Left side of instrument panel,C288,12,A7,,,62,8,,
EXN,Interior Lamp,,NA,"Center of vehicle, in roof panel",C334,18,A3,,,,,,
EXN,Interior Lamp Relay,,NA,Mounted in relay module,,12,F4,,,,,,
EXN,Key Warning Switch,,NA,On right side of steering column,,,,,,,,,
EXN,Keypad Assembly,,NA,"On outside of left front door, above door handle",C516,19,C1,,,117,5,,
EXN,Knock Sensor,,NA,Near intake manifold,C199,5,A3,,,,,,
EXN,Left Center Sensor,,NA,Left rear vehicle,C444,18,F9,,,,,,
EXN,Left Door Handle Switch,,NA,Mounted in left door,C513,18,C1,,,,,,
EXN,Left Exterior Rear View Mirror,,NA,"Left side of vehicle, on door",C505,17,B1,,,,,,
EXN,Left Exterior Rear View Mirror,,NA,"Left side of vehicle, on door",C509,17,B1,,,,,,
EXN,Left Fog Lamp,4.0L EI,15A254,Front left of vehicle,C192,1,F8,,,,,,
EXN,Left Fog Lamp,4.0L SOHC,15A254,Front left of vehicle,C192,5,F9,,,,,,
