EVTM,NAME,QUALIFIER,PARTNO,LOCATION,CONN_NAME,LOCPAGE,ZONE,CONN_CELL,CONN_PAGE,HCCF_CELL,HCCF_PAGE,ITEMID_,FREQUENCY
EXm,Exterior Rear View Mirror Switch,With Door Trim,17B676,Center of driver door,C505,18,F4,124,2,124,2,,
EXm,Exterior Rear View Mirror Switch,Without Door Trim,17B676,Center of driver door,C508,18,F4,124,2,124,2,,
EXm,Forward Aft-Axle Fuel Tank Valve,,NA,"Under rear of vehicle, near aft-axle fuel tank assembly",C353,18,E1,,,,,,
EXm,Front Blower Switch,,19A646,"Center of I/P, above radio",C207,13,A7,,,,,,
EXm,Front Tank Valve,,NA,"Rear of body, near fuel tank",C4120,24,C10,,,,,,
EXm,Fuel Injector #1,4.2L,9F593,In intake manifold,C119,3,C10,,,,,,
EXm,Fuel Injector #1,4.6L,9F593,In intake manifold,C119,5,B10,,,,,,
EXm,Fuel Injector #1,5.4L,9F593,In intake manifold,C119,7,A8,,,,,,
EXm,Fuel Injector #1,6.8L,9F593,In intake manifold,C119,9,D10,,,,,,
EXm,Fuel Injector #1,7.3L with electric fuel pump,NA,Near front of RH side of right valve cover,,1,C1,,,,,,
EXm,Fuel Injector #10,,9F593,In intake manifold,C188,8,B10,,,,,,
EXm,Fuel Injector #2,4.2L,9F593,In intake manifold,C122,3,D10,,,,,,
EXm,Fuel Injector #2,4.6L,9F593,In intake manifold,C122,5,C10,,,,,,
EXm,Fuel Injector #2,5.4L,9F593,In intake manifold,C122,7,A7,,,,,,
EXm,Fuel Injector #2,6.8L,9F593,In intake manifold,C122,9,E10,,,,,,
EXm,Fuel Injector #2,7.3L with electric fuel pump,NA,Near front of LH side of left valve cover,,1,C10,,,,,,
EXm,Fuel Injector #3,4.2L,9F593,In intake manifold,C123,3,D10,,,,,,
EXm,Fuel Injector #3,4.6L,9F593,In intake manifold,C123,5,D10,,,,,,
EXm,Fuel Injector #3,5.4L,9F593,In intake manifold,C123,7,A6,,,,,,
EXm,Fuel Injector #3,6.8L,9F593,In intake manifold,C123,9,F9,,,,,,
EXm,Fuel Injector #3,7.3L with electric fuel pump,NA,Near front of RH side of right valve cover,,1,C1,,,,,,
EXm,Fuel Injector #4,4.2L,9F593,In intake manifold,C136,2,A8,,,,,,
EXm,Fuel Injector #4,4.6L,9F593,In intake manifold,C136,5,E10,,,,,,
EXm,Fuel Injector #4,5.4L,9F593,In intake manifold,C136,7,B1,,,,,,
EXm,Fuel Injector #4,6.8L,9F593,In intake manifold,C136,9,F8,,,,,,
EXm,Fuel Injector #4,7.3L with electric fuel pump,NA,Near front of LH side of left valve cover,,1,C10,,,,,,
EXm,Fuel Injector #5,4.2L,9F593,In intake manifold,C135,2,A9,,,,,,
EXm,Fuel Injector #5,4.6L,9F593,In intake manifold,C135,4,E10,,,,,,
EXm,Fuel Injector #5,5.4L,9F593,In intake manifold,C135,6,F9,,,,,,
EXm,Fuel Injector #5,6.8L,9F593,In intake manifold,C135,9,F7,,,,,,
EXm,Fuel Injector #5,7.3L with electric fuel pump,NA,Near rear of RH side of right valve cover,,1,C1,,,,,,
EXm,Fuel Injector #6,4.2L,9F593,In intake manifold,C134,2,A10,,,,,,
EXm,Fuel Injector #6,4.6L,9F593,In intake manifold,C134,4,D10,,,,,,
EXm,Fuel Injector #6,5.4L,9F593,In intake manifold,C134,6,D10,,,,,,
EXm,Fuel Injector #6,6.8L,9F593,In intake manifold,C134,8,F8,,,,,,
EXm,Fuel Injector #6,7.3L with electric fuel pump,NA,Near rear of RH side of right valve cover,,1,C10,,,,,,
EXm,Fuel Injector #7,4.6L,9F593,In intake manifold,C170,4,C10,,,,,,
EXm,Fuel Injector #7,5.4L,9F593,In intake manifold,C170,6,C10,,,,,,
EXm,Fuel Injector #7,6.8L,9F593,In intake manifold,C170,8,E10,,,,,,
EXm,Fuel Injector #7,7.3L with electric fuel pump,NA,Near rear of RH side of right valve cover,,1,C1,,,,,,
EXm,Fuel Injector #8,4.6L,9F593,In intake manifold,C171,4,B10,,,,,,
EXm,Fuel Injector #8,5.4L,9F593,In intake manifold,C171,6,B10,,,,,,
EXm,Fuel Injector #8,6.8L,9F593,In intake manifold,C171,8,D10,,,,,,
EXm,Fuel Injector #8,7.3L with electric fuel pump,NA,Near rear of LH side of left valve cover,,1,C10,,,,,,
EXm,Fuel Injector #9,,9F593,In intake manifold,C186,8,C10,,,,,,
EXm,Fuel Injector Shield,,NA,"Left front side of engine compartment, near injector driver module",,,,,,,,,
EXm,"Fuel Injectors/Glow Plugs (#1, #3)",,NA,Near front of RH side of right valve cover,C1000,1,C1,23,16,23,16,,
EXm,"Fuel Injectors/Glow Plugs (#2, #4)",,NA,Near front of LH side of left valve cover,C1002,1,D10,23,17,23,17,,
EXm,"Fuel Injectors/Glow Plugs (#5, #7)",,NA,Near rear of RH side of right valve cover,C1001,1,A1,23,16,23,16,,
EXm,"Fuel Injectors/Glow Plugs (#6, #8)",,NA,Near rear of LH side of left valve cover,C1003,1,B10,23,17,23,17,,
EXm,Fuel Line Heater,,9J294,Top center of engine,C1018,1,A5,,,,,,
EXm,Fuel Pump,,NA,LH rear of engine compartment,C111,,,,,,,,
EXm,Fuel Pump Cutoff Relay,,NA,In Bi-Fuel relay module,,,,,,,,,
EXm,Fuel Pump Module,5.4L Bi-Fuel,9H307,"Below vehicle, in fuel tank",C347,24,A6,,,,,,
EXm,Fuel Pump Module,except 5.4L Bi-Fuel,9H307,"Below vehicle, in fuel tank",C347,16,F4,,,,,,
EXm,Fuel Pump Relay,,14B192,"LH front of engine compartment, in battery junction box",,10,E9,25,14,25,14,,
EXm,Fuel Rail Cut-Off Valve,,9D278,"Right bank of engine, on fuel rail",C1014,7,E10,,,,,,
EXm,Fuel Rail Temperature Sensor,,9F951,"Right bank of engine, on fuel rail",C1015,7,A10,,,,,,
EXm,Fuel Tank Pressure Sensor,,NA,Right rear of engine compartment,C4050,24,D10,,,,,,
EXm,Fuel Tank Pressure Sensor,,NA,Under LH center of vehicle,C349,18,F5,,,,,,
EXm,Fuel Tank Pressure Transducer (FTPT),,NA,"Under center rear of vehicle, near fuel tank",C305,16,F3,,,,,,
EXm,Fuel Tank Sender,,NA,Under LH center of vehicle,C352,18,F6,,,,,,
EXm,Fuel Tank Temperature Sensor,5.4L Bi-Fuel,NA,"Rear of body, near fuel tank",C4227,24,D10,,,,,,
EXm,Fuel Tank Temperature Sensor,except 5.4L Bi-Fuel,NA,Under LH center of vehicle,C351,18,F7,,,,,,
EXm,Function Selector Switch,,18519,Center of I/P,C204,12,A10,,,,,,
EXm,Fuse Link A,,NA,At starter motor relay,,,,,,,,,
EXm,Fuse Link B,,NA,At starter motor relay,,,,,,,,,
