EVTM,NAME,QUALIFIER,LOCATION,ITEMID_,SORT
EXU,S406,"Duratec-VE, automatic transmission","behind dash panel, LH-side",,
EXU,S406,"ZETEC-VCT, manual transmission","behind dash panel, LH-side",,
EXU,S406,"ZETEC-VCT, automatic transmission","behind dash panel, LH-side",,
EXU,S407,"Duratec-VE, automatic transmission",engine,,
EXU,S408,Duratec-VE,"engine compartment, rear, RH-side",,
EXU,S408,ZETEC-VCT,"engine compartment, rear, RH-side",,
EXU,S408,,"engine compartment, rear, RH-side",,
EXU,S414,Duratec-VE,cylinder head,,
EXU,S414,ZETEC-VCT,cylinder head,,
EXU,S421,"lower option content, without daytime running lamps","under dash panel, LH-side",,
EXU,S421,,"under dash panel, LH-side",,
EXU,S1002,,"engine compartment, rear, LH-side",,
EXU,S3001,"with bulb outage warning, without daytime running lamps","engine compartment, front, LH-side",,
EXU,S3001,"with bulb outage warning, with daytime running lamps","engine compartment, front, LH-side",,
EXU,S3001,Auxiliary warning,"engine compartment, front, LH-side",,
EXU,S3001,,"engine compartment, front, LH-side",,
EXU,S3005,"Duratec-VE, manual transmission",engine,,
EXU,S3005,"Duratec-VE, automatic transmission",engine,,
EXU,S3005,Duratec-VE,engine,,
EXU,S3005,"ZETEC-VCT, manual transmission",engine,,
EXU,S3005,"ZETEC-VCT, automatic transmission",engine,,
EXU,S3005,ZETEC-VCT,engine,,
EXU,S3010,"Data Link Connector, pins 4, 5 and 16","behind dash panel, LH-side",,
EXU,S3010,,"behind dash panel, LH-side",,
EXU,S3053,"ZETEC-VCT, automatic transmission","engine compartment, RH-side",,
EXU,S3053,ZETEC-VCT,"engine compartment, RH-side",,
